Year,Round,HomeTeam,HomeScore,AwayTeam,AwayScore,Venue,Date,MatchCentreURL
2020,Grand Final,Panthers,20,Storm,26,Accor Stadium,2020-10-25T08:30:00Z,https://www.nrl.com/draw/nrl-premiership/2020/grand-final/panthers-v-storm/
2020,Grand Final,Panthers,20,Storm,26,Accor Stadium,2020-10-25T08:30:00Z,https://www.nrl.com/draw/nrl-premiership/2020/grand-final/panthers-v-storm/
2020,Grand Final,Panthers,20,Storm,26,Accor Stadium,2020-10-25T08:30:00Z,https://www.nrl.com/draw/nrl-premiership/2020/grand-final/panthers-v-storm/
2021,Round 1,Storm,26,Rabbitohs,18,AAMI Park,2021-03-11T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/storm-v-rabbitohs/
2021,Round 1,Knights,32,Bulldogs,16,McDonald Jones Stadium,2021-03-12T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/knights-v-bulldogs/
2021,Round 1,Broncos,16,Eels,24,Suncorp Stadium,2021-03-12T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/broncos-v-eels/
2021,Round 1,Warriors,19,Titans,6,Industree Group Stadium,2021-03-13T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/warriors-v-titans/
2021,Round 1,Roosters,46,Sea Eagles,4,Sydney Cricket Ground,2021-03-13T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/roosters-v-sea-eagles/
2021,Round 1,Panthers,24,Cowboys,0,BlueBet Stadium,2021-03-13T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/panthers-v-cowboys/
2021,Round 1,Raiders,30,Wests Tigers,12,GIO Stadium,2021-03-14T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/raiders-v-wests-tigers/
2021,Round 1,Dragons,18,Sharks,32,Netstrata Jubilee Stadium,2021-03-14T07:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-1/dragons-v-sharks/
2021,Round 2,Eels,16,Storm,12,CommBank Stadium,2021-03-18T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/eels-v-storm/
2021,Round 2,Warriors,16,Knights,20,Industree Group Stadium,2021-03-19T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/warriors-v-knights/
2021,Round 2,Titans,28,Broncos,16,Cbus Super Stadium,2021-03-19T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/titans-v-broncos/
2021,Round 2,Bulldogs,0,Panthers,28,CommBank Stadium,2021-03-20T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/bulldogs-v-panthers/
2021,Round 2,Sea Eagles,12,Rabbitohs,26,4 Pines Park,2021-03-20T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/sea-eagles-v-rabbitohs/
2021,Round 2,Cowboys,18,Dragons,25,Queensland Country Bank Stadium,2021-03-20T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/cowboys-v-dragons/
2021,Round 2,Wests Tigers,6,Roosters,40,Campbelltown Sports Stadium,2021-03-21T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/wests-tigers-v-roosters/
2021,Round 2,Sharks,10,Raiders,12,Netstrata Jubilee Stadium,2021-03-21T07:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-2/sharks-v-raiders/
2021,Round 3,Panthers,12,Storm,10,BlueBet Stadium,2021-03-25T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/panthers-v-storm/
2021,Round 3,Dragons,38,Sea Eagles,12,WIN Stadium,2021-03-26T07:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/dragons-v-sea-eagles/
2021,Round 3,Rabbitohs,26,Roosters,16,Accor Stadium,2021-03-26T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/rabbitohs-v-roosters/
2021,Round 3,Raiders,31,Warriors,34,GIO Stadium,2021-03-27T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/raiders-v-warriors/
2021,Round 3,Broncos,24,Bulldogs,0,Suncorp Stadium,2021-03-27T06:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/broncos-v-bulldogs/
2021,Round 3,Eels,28,Sharks,4,CommBank Stadium,2021-03-27T08:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/eels-v-sharks/
2021,Round 3,Knights,20,Wests Tigers,24,McDonald Jones Stadium,2021-03-28T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/knights-v-wests-tigers/
2021,Round 3,Cowboys,8,Titans,44,Queensland Country Bank Stadium,2021-03-28T07:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-3/cowboys-v-titans/
2021,Round 4,Sea Eagles,6,Panthers,46,4 Pines Park,2021-04-01T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/sea-eagles-v-panthers/
2021,Round 4,Bulldogs,0,Rabbitohs,38,Accor Stadium,2021-04-02T05:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/bulldogs-v-rabbitohs/
2021,Round 4,Storm,40,Broncos,6,AAMI Park,2021-04-02T09:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/storm-v-broncos/
2021,Round 4,Sharks,48,Cowboys,10,Netstrata Jubilee Stadium,2021-04-03T06:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/sharks-v-cowboys/
2021,Round 4,Titans,4,Raiders,20,Netstrata Jubilee Stadium,2021-04-03T08:45:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/titans-v-raiders/
2021,Round 4,Knights,13,Dragons,22,McDonald Jones Stadium,2021-04-04T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/knights-v-dragons/
2021,Round 4,Roosters,32,Warriors,12,Sydney Cricket Ground,2021-04-04T08:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/roosters-v-warriors/
2021,Round 4,Wests Tigers,22,Eels,36,Accor Stadium,2021-04-05T06:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-4/wests-tigers-v-eels/
2021,Round 5,Rabbitohs,35,Broncos,6,Accor Stadium,2021-04-08T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/rabbitohs-v-broncos/
2021,Round 5,Warriors,12,Sea Eagles,13,Industree Group Stadium,2021-04-09T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/warriors-v-sea-eagles/
2021,Round 5,Panthers,30,Raiders,10,BlueBet Stadium,2021-04-09T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/panthers-v-raiders/
2021,Round 5,Titans,42,Knights,16,Cbus Super Stadium,2021-04-10T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/titans-v-knights/
2021,Round 5,Bulldogs,18,Storm,52,Accor Stadium,2021-04-10T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/bulldogs-v-storm/
2021,Round 5,Roosters,26,Sharks,18,Sydney Cricket Ground,2021-04-10T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/roosters-v-sharks/
2021,Round 5,Wests Tigers,30,Cowboys,34,Leichhardt Oval,2021-04-11T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/wests-tigers-v-cowboys/
2021,Round 5,Eels,12,Dragons,26,CommBank Stadium,2021-04-11T08:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-5/eels-v-dragons/
2021,Round 6,Broncos,12,Panthers,20,Suncorp Stadium,2021-04-15T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/broncos-v-panthers/
2021,Round 6,Knights,26,Sharks,22,McDonald Jones Stadium,2021-04-16T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/knights-v-sharks/
2021,Round 6,Storm,20,Roosters,4,AAMI Park,2021-04-16T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/storm-v-roosters/
2021,Round 6,Sea Eagles,36,Titans,0,Glen Willow Oval,2021-04-17T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/sea-eagles-v-titans/
2021,Round 6,Rabbitohs,18,Wests Tigers,14,Accor Stadium,2021-04-17T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/rabbitohs-v-wests-tigers/
2021,Round 6,Raiders,10,Eels,35,GIO Stadium,2021-04-17T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/raiders-v-eels/
2021,Round 6,Dragons,14,Warriors,20,Netstrata Jubilee Stadium,2021-04-18T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/dragons-v-warriors/
2021,Round 6,Cowboys,30,Bulldogs,18,Queensland Country Bank Stadium,2021-04-18T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-6/cowboys-v-bulldogs/
2021,Round 7,Panthers,24,Knights,6,BlueBet Stadium,2021-04-22T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/panthers-v-knights/
2021,Round 7,Titans,30,Rabbitohs,40,Cbus Super Stadium,2021-04-23T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/titans-v-rabbitohs/
2021,Round 7,Eels,46,Broncos,6,TIO Stadium,2021-04-23T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/eels-v-broncos/
2021,Round 7,Sharks,12,Bulldogs,18,Netstrata Jubilee Stadium,2021-04-24T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/sharks-v-bulldogs/
2021,Round 7,Cowboys,26,Raiders,24,Queensland Country Bank Stadium,2021-04-24T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/cowboys-v-raiders/
2021,Round 7,Wests Tigers,6,Sea Eagles,40,CommBank Stadium,2021-04-25T03:45:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/wests-tigers-v-sea-eagles/
2021,Round 7,Roosters,34,Dragons,10,Sydney Cricket Ground,2021-04-25T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/roosters-v-dragons/
2021,Round 7,Storm,42,Warriors,20,AAMI Park,2021-04-25T08:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-7/storm-v-warriors/
2021,Round 8,Raiders,20,Rabbitohs,34,GIO Stadium,2021-04-29T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/raiders-v-rabbitohs/
2021,Round 8,Storm,40,Sharks,14,AAMI Park,2021-04-30T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/storm-v-sharks/
2021,Round 8,Broncos,36,Titans,28,Suncorp Stadium,2021-04-30T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/broncos-v-titans/
2021,Round 8,Panthers,28,Sea Eagles,16,Carrington Park,2021-05-01T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/panthers-v-sea-eagles/
2021,Round 8,Bulldogs,10,Eels,32,Accor Stadium,2021-05-01T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/bulldogs-v-eels/
2021,Round 8,Knights,4,Roosters,38,McDonald Jones Stadium,2021-05-01T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/knights-v-roosters/
2021,Round 8,Warriors,24,Cowboys,20,Industree Group Stadium,2021-05-02T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/warriors-v-cowboys/
2021,Round 8,Dragons,8,Wests Tigers,16,WIN Stadium,2021-05-02T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-8/dragons-v-wests-tigers/
2021,Round 9,Rabbitohs,0,Storm,50,Accor Stadium,2021-05-06T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/rabbitohs-v-storm/
2021,Round 9,Panthers,48,Sharks,0,BlueBet Stadium,2021-05-07T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/panthers-v-sharks/
2021,Round 9,Eels,31,Roosters,18,CommBank Stadium,2021-05-07T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/eels-v-roosters/
2021,Round 9,Raiders,16,Knights,24,McDonalds Park,2021-05-08T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/raiders-v-knights/
2021,Round 9,Wests Tigers,28,Titans,36,Campbelltown Sports Stadium,2021-05-08T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/wests-tigers-v-titans/
2021,Round 9,Cowboys,19,Broncos,18,Queensland Country Bank Stadium,2021-05-08T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/cowboys-v-broncos/
2021,Round 9,Sea Eagles,38,Warriors,32,4 Pines Park,2021-05-09T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/sea-eagles-v-warriors/
2021,Round 9,Dragons,32,Bulldogs,12,Netstrata Jubilee Stadium,2021-05-09T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-9/dragons-v-bulldogs/
2021,Round 10,Wests Tigers,36,Knights,18,Suncorp Stadium,2021-05-14T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/wests-tigers-v-knights/
2021,Round 10,Sea Eagles,50,Broncos,6,Suncorp Stadium,2021-05-14T10:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sea-eagles-v-broncos/
2021,Round 10,Bulldogs,18,Raiders,20,Suncorp Stadium,2021-05-15T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/bulldogs-v-raiders/
2021,Round 10,Sharks,22,Rabbitohs,32,Suncorp Stadium,2021-05-15T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/sharks-v-rabbitohs/
2021,Round 10,Roosters,30,Cowboys,16,Suncorp Stadium,2021-05-15T09:45:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/roosters-v-cowboys/
2021,Round 10,Warriors,18,Eels,34,Suncorp Stadium,2021-05-16T03:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/warriors-v-eels/
2021,Round 10,Storm,44,Dragons,18,Suncorp Stadium,2021-05-16T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/storm-v-dragons/
2021,Round 10,Titans,12,Panthers,48,Suncorp Stadium,2021-05-16T08:25:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-10/titans-v-panthers/
2021,Round 11,Cowboys,36,Knights,20,Queensland Country Bank Stadium,2021-05-20T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/cowboys-v-knights/
2021,Round 11,Warriors,30,Wests Tigers,26,Industree Group Stadium,2021-05-21T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/warriors-v-wests-tigers/
2021,Round 11,Sharks,13,Dragons,12,Netstrata Jubilee Stadium,2021-05-21T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/sharks-v-dragons/
2021,Round 11,Titans,30,Bulldogs,20,Cbus Super Stadium,2021-05-22T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/titans-v-bulldogs/
2021,Round 11,Roosters,16,Broncos,34,Sydney Cricket Ground*,2021-05-22T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/roosters-v-broncos/
2021,Round 11,Raiders,10,Storm,34,GIO Stadium,2021-05-22T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/raiders-v-storm/
2021,Round 11,Rabbitohs,12,Panthers,56,Apex Oval,2021-05-23T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/rabbitohs-v-panthers/
2021,Round 11,Eels,6,Sea Eagles,28,CommBank Stadium,2021-05-23T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-11/eels-v-sea-eagles/
2021,Round 12,Broncos,12,Storm,40,Suncorp Stadium,2021-05-27T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/broncos-v-storm/
2021,Round 12,Cowboys,29,Warriors,28,Queensland Country Bank Stadium,2021-05-28T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/cowboys-v-warriors/
2021,Round 12,Wests Tigers,34,Dragons,18,CommBank Stadium,2021-05-28T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/wests-tigers-v-dragons/
2021,Round 12,Panthers,30,Bulldogs,4,BlueBet Stadium,2021-05-29T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/panthers-v-bulldogs/
2021,Round 12,Rabbitohs,38,Eels,20,Accor Stadium,2021-05-29T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/rabbitohs-v-eels/
2021,Round 12,Roosters,44,Raiders,16,Industree Group Stadium,2021-05-29T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/roosters-v-raiders/
2021,Round 12,Sharks,38,Titans,10,C.ex Coffs International Stadium,2021-05-30T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/sharks-v-titans/
2021,Round 12,Knights,18,Sea Eagles,10,McDonald Jones Stadium,2021-05-30T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-12/knights-v-sea-eagles/
2021,Round 13,Dragons,52,Broncos,24,Netstrata Jubilee Stadium,2021-06-03T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-13/dragons-v-broncos/
2021,Round 13,Wests Tigers,26,Panthers,6,Leichhardt Oval,2021-06-04T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-13/wests-tigers-v-panthers/
2021,Round 13,Storm,20,Titans,14,Sunshine Coast Stadium,2021-06-05T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-13/storm-v-titans/
2021,Round 13,Knights,4,Eels,40,McDonald Jones Stadium,2021-06-06T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-13/knights-v-eels/
2021,Round 14,Sea Eagles,50,Cowboys,18,4 Pines Park,2021-06-11T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sea-eagles-v-cowboys/
2021,Round 14,Sharks,19,Panthers,18,Netstrata Jubilee Stadium,2021-06-11T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/sharks-v-panthers/
2021,Round 14,Titans,34,Roosters,35,Cbus Super Stadium,2021-06-12T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/titans-v-roosters/
2021,Round 14,Rabbitohs,24,Knights,10,Accor Stadium,2021-06-12T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/rabbitohs-v-knights/
2021,Round 14,Raiders,38,Broncos,16,GIO Stadium,2021-06-12T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/raiders-v-broncos/
2021,Round 14,Warriors,16,Storm,42,Industree Group Stadium,2021-06-13T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/warriors-v-storm/
2021,Round 14,Eels,40,Wests Tigers,12,CommBank Stadium,2021-06-13T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/eels-v-wests-tigers/
2021,Round 14,Bulldogs,28,Dragons,6,Accor Stadium,2021-06-14T06:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-14/bulldogs-v-dragons/
2021,Round 15,Broncos,0,Rabbitohs,46,Suncorp Stadium,2021-06-17T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/broncos-v-rabbitohs/
2021,Round 15,Cowboys,24,Sharks,26,Queensland Country Bank Stadium,2021-06-18T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/cowboys-v-sharks/
2021,Round 15,Panthers,38,Roosters,12,BlueBet Stadium,2021-06-18T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/panthers-v-roosters/
2021,Round 15,Knights,10,Warriors,6,McDonald Jones Stadium,2021-06-19T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/knights-v-warriors/
2021,Round 15,Dragons,22,Raiders,20,WIN Stadium,2021-06-19T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/dragons-v-raiders/
2021,Round 15,Storm,66,Wests Tigers,16,Sunshine Coast Stadium,2021-06-19T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/storm-v-wests-tigers/
2021,Round 15,Eels,36,Bulldogs,10,CommBank Stadium,2021-06-20T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/eels-v-bulldogs/
2021,Round 15,Titans,24,Sea Eagles,56,Cbus Super Stadium,2021-06-20T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-15/titans-v-sea-eagles/
2021,Round 16,Roosters,0,Storm,46,McDonald Jones Stadium,2021-07-01T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/roosters-v-storm/
2021,Round 16,Warriors,18,Dragons,19,Industree Group Stadium,2021-07-02T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/warriors-v-dragons/
2021,Round 16,Panthers,13,Eels,12,BlueBet Stadium,2021-07-02T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/panthers-v-eels/
2021,Round 16,Bulldogs,0,Sea Eagles,66,CommBank Stadium,2021-07-03T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/bulldogs-v-sea-eagles/
2021,Round 16,Raiders,6,Titans,44,GIO Stadium,2021-07-03T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/raiders-v-titans/
2021,Round 16,Knights,38,Cowboys,0,McDonald Jones Stadium,2021-07-03T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/knights-v-cowboys/
2021,Round 16,Broncos,26,Sharks,18,Suncorp Stadium,2021-07-04T04:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/broncos-v-sharks/
2021,Round 16,Wests Tigers,22,Rabbitohs,38,Leichhardt Oval,2021-07-04T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-16/wests-tigers-v-rabbitohs/
2021,Round 17,Sea Eagles,16,Raiders,30,4 Pines Park,2021-07-08T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sea-eagles-v-raiders/
2021,Round 17,Rabbitohs,46,Cowboys,18,McDonald Jones Stadium,2021-07-09T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-17/rabbitohs-v-cowboys/
2021,Round 17,Bulldogs,16,Roosters,22,CommBank Stadium,2021-07-10T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-17/bulldogs-v-roosters/
2021,Round 17,Sharks,20,Warriors,12,Netstrata Jubilee Stadium,2021-07-11T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-17/sharks-v-warriors/
2021,Round 18,Titans,8,Eels,26,Cbus Super Stadium,2021-07-16T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/titans-v-eels/
2021,Round 18,Sea Eagles,32,Dragons,18,Cbus Super Stadium,2021-07-16T10:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/sea-eagles-v-dragons/
2021,Round 18,Cowboys,18,Roosters,34,Queensland Country Bank Stadium,2021-07-17T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/cowboys-v-roosters/
2021,Round 18,Raiders,34,Sharks,18,Cbus Super Stadium,2021-07-17T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/raiders-v-sharks/
2021,Round 18,Storm,48,Knights,4,Cbus Super Stadium,2021-07-17T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/storm-v-knights/
2021,Round 18,Warriors,16,Panthers,30,Suncorp Stadium,2021-07-18T03:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/warriors-v-panthers/
2021,Round 18,Broncos,24,Wests Tigers,42,Suncorp Stadium,2021-07-18T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/broncos-v-wests-tigers/
2021,Round 18,Rabbitohs,32,Bulldogs,24,Cbus Super Stadium,2021-07-18T08:15:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-18/rabbitohs-v-bulldogs/
2021,Round 19,Eels,10,Raiders,12,Cbus Super Stadium,2021-07-22T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/eels-v-raiders/
2021,Round 19,Roosters,28,Knights,8,Sunshine Coast Stadium,2021-07-23T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/roosters-v-knights/
2021,Round 19,Cowboys,16,Storm,20,Queensland Country Bank Stadium,2021-07-23T09:55:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/cowboys-v-storm/
2021,Round 19,Rabbitohs,60,Warriors,22,Sunshine Coast Stadium,2021-07-24T05:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/rabbitohs-v-warriors/
2021,Round 19,Sea Eagles,44,Wests Tigers,24,Suncorp Stadium,2021-07-24T07:30:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/sea-eagles-v-wests-tigers/
2021,Round 19,Panthers,18,Broncos,12,Suncorp Stadium,2021-07-24T09:35:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/panthers-v-broncos/
2021,Round 19,Dragons,10,Titans,32,Cbus Super Stadium,2021-07-25T03:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/dragons-v-titans/
2021,Round 19,Bulldogs,24,Sharks,44,Cbus Super Stadium,2021-07-25T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-19/bulldogs-v-sharks/
2021,Round 20,Roosters,28,Eels,0,BB Print Stadium,2021-07-29T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/roosters-v-eels/
2021,Round 20,Wests Tigers,16,Warriors,18,Suncorp Stadium,2021-07-30T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/wests-tigers-v-warriors/
2021,Round 20,Broncos,37,Cowboys,18,Suncorp Stadium,2021-07-30T10:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/broncos-v-cowboys/
2021,Round 20,Knights,34,Raiders,24,Suncorp Stadium,2021-08-01T03:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/knights-v-raiders/
2021,Round 20,Storm,37,Panthers,10,Suncorp Stadium,2021-08-01T06:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/storm-v-panthers/
2021,Round 20,Dragons,14,Rabbitohs,50,Suncorp Stadium,2021-08-01T08:25:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/dragons-v-rabbitohs/
2021,Round 20,Bulldogs,6,Titans,34,Suncorp Stadium,2021-08-02T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/bulldogs-v-titans/
2021,Round 20,Sharks,22,Sea Eagles,40,Suncorp Stadium,2021-08-02T10:05:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-20/sharks-v-sea-eagles/
2021,Round 21,Knights,28,Broncos,20,Suncorp Stadium,2021-08-05T09:50:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-21/knights-v-broncos/
2021,Round 21,Raiders,20,Dragons,12,Cbus Super Stadium,2021-08-06T08:00:00Z,https://www.nrl.com/draw/nrl-premiership/2021/round-21/raiders-v-dragons/
